"","Scientific_Name","Also_known_as","Genus","Family","Life_cycle","Origin","Habitat","Bloom_season","Plant_height","Wetland_Indicator_Status","Flower_shape_1","Leaf_attachment_1","Leaf_type_1","Fruit_type_1","Status","Cluster_type_1","Flower_shape_2","Cluster_type_2","Leaf_type_2","Fruiting_season","Leaf_attachment_2","Flower_shape_3","Fruit_type_2","Leaf_type_3","Leaf_type_4","Cluster_type_3","Flower_shape_4","Leaf_attachment_3"
"1399","Salicornia rubra","Red Glasswort, Western Glasswort, Red Swampfire, Red Samphire","Salicornia","Amaranthaceae (Amaranth)","annual","native","sun; seasonally wet,  saline soil; salt flats,  shores of alkaline lakes and ponds,  swales","July - August","1 to 8 inches","GP: OBL
MW: OBL
NCNE: OBL","indistinct","opposite","simple","seed without plume","State Threatened","spike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1400","Salix amygdaloides","","Salix","Salicaceae (Willow)","perennial woody","native","sun; moist to wet; shores,  river banks,  floodplains,  marshes,  swales","May - June","13 to 65 feet","GP: FACW
MW: FACW
NCNE: FACW","indistinct","alternate","simple","capsule/pod",NA,"spike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401","Salix bebbiana","Beaked Willow","Salix","Salicaceae (Willow)","perennial woody","native","part shade, sun; moist to wet; swamps,  shores,  wetland edges,  thickets,  seeps,  swales,  wet meadows,  wet ditches","May - June","4 to 25 feet","GP: FACW
MW: FACW
NCNE: FACW","indistinct","alternate","simple","capsule/pod",NA,"spike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1402","Salix candida","Hoary Willow","Salix","Salicaceae (Willow)","perennial woody","native","sun; wet; calcareous fens,  swamps,  wet meadows,  floating mats,  shores,  peatlands","April - June","12 to 40 inches","GP: OBL
MW: OBL
NCNE: OBL","indistinct","alternate","simple","capsule/pod",NA,"spike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403","Salix discolor","","Salix","Salicaceae (Willow)","perennial woody","native","sun; moist to wet; swamps,  marshes,  shores,  thickets,  seeps,  swales,  wet meadows,  wet ditches","April - May","6 to 30 feet","GP: FACW
MW: FACW
NCNE: FACW","indistinct","alternate","simple","capsule/pod",NA,"spike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1404","Salix eriocephala","Heart-leaved Willow","Salix","Salicaceae (Willow)","perennial woody","native","sun; moist to wet; shores,  stream banks,  swamps,  marshes,  sedge meadows,  prairies,  floodplains","April - May","6 to 22 feet","GP: FACW
MW: FACW
NCNE: FACW","indistinct","alternate","simple","capsule/pod",NA,"spike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1405","Salix humilis","Upland Willow","Salix","Salicaceae (Willow)","perennial woody","native","sun; average to dry sandy or gravelly soil; prairies,  savannas,  dunes,  bluffs,  rock outcrops","April - May","1 to 10 feet","GP: FACU
MW: FACU
NCNE: FACU","indistinct","alternate","simple","capsule/pod",NA,"spike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1406","Salix interior","","Salix","Salicaceae (Willow)","perennial woody","native","sun; moist to wet; shores,  river banks,  swamps,  marshes,  swales,  wet fields,  wet ditches,  dunes","May - July","6 to 22 feet","GP: FACW
MW: FACW
NCNE: FACW","indistinct","alternate","simple","capsule/pod",NA,"spike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1407","Salix lucida","","Salix","Salicaceae (Willow)","perennial woody","native","sun; moist to wet; shores,  stream banks,  swamps,  swales,  wet ditches","May - June","3 to 20 feet","GP: FACW
MW: FACW
NCNE: FACW","indistinct","alternate","simple","capsule/pod",NA,"spike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1408","Salix maccalliana","Hoary-fruited Willow","Salix","Salicaceae (Willow)","perennial woody","native","sun; wet; swamps,  fens,  sedge meadows,  peatlands","May","4 to 14 feet","GP: OBL
MW: OBL
NCNE: OBL","indistinct","alternate","simple","capsule/pod","State Special Concern","spike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1409","Salix nigra","","Salix","Salicaceae (Willow)","perennial woody","native","sun; wet; shores,  river banks,  floodplains,  swamps,  marshes,  swales,  wet meadows,  wet ditches","May - June","15 to 80 feet","GP: FACW
MW: OBL
NCNE: OBL","indistinct","alternate","simple","capsule/pod",NA,"spike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1410","Salix pedicellaris","","Salix","Salicaceae (Willow)","perennial woody","native","sun; wet; bogs,  fens,  swamps,  peatlands,  floating mats","April - June","1 to 5 feet","GP: OBL
MW: OBL
NCNE: OBL","indistinct","alternate","simple","capsule/pod",NA,"spike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1411","Salix pellita","","Salix","Salicaceae (Willow)","perennial woody","native","sun; moist to wet sandy or rocky soil; lake shores,  stream banks","May","8 to 16 feet","GP: FACW
MW: none
NCNE: FACW","indistinct","alternate","simple","capsule/pod","State Threatened","spike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1412","Salix petiolaris","Slender Willow, Slender-leaved Willow, Black-bud Willow","Salix","Salicaceae (Willow)","perennial woody","native","sun; wet; shores,  river banks,  wet meadows,  wet ditches,  floating mats,","April - May","3 to 20 feet","GP: OBL
MW: OBL
NCNE: FACW","indistinct","alternate","simple","capsule/pod",NA,"spike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1413","Salix planifolia","Tea-leaf Willow, Plane-leaf Willow","Salix","Salicaceae (Willow)","perennial woody","native","sun; wet; swamps,  fens,  wet meadows,  shores,  river and stream banks,  thickets,  forest edges","April - June","1 to 13 feet","GP: OBL
MW: OBL
NCNE: OBL","indistinct","alternate","simple","capsule/pod",NA,"spike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1414","Salix pseudomonticola","","Salix","Salicaceae (Willow)","perennial woody","native","sun; wet; wet prairies,  swamps,  seeps","May","3 to 12 feet","GP: FACW
MW: none
NCNE: FACW","indistinct","alternate","simple","capsule/pod","State Special Concern","spike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1415","Salix pyrifolia","","Salix","Salicaceae (Willow)","perennial woody","native","sun; wet; conifer swamps,  bogs,  fens,  sloughs,  shores,  floating mats","May - June","1 to 13 feet","GP: OBL
MW: FACW
NCNE: FACW","indistinct","alternate","simple","capsule/pod",NA,"spike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1416","Salix serissima","","Salix","Salicaceae (Willow)","perennial woody","native","sun; wet; shores,  fens,  swamps,  bogs,  floating mats,  sedge meadows,  peatlands","May - June","3 to 10 feet","GP: OBL
MW: OBL
NCNE: OBL","indistinct","alternate","simple","capsule/pod",NA,"spike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417","Salvia reflexa","Rocky Mountain Sage, Mintweed","Salvia","Lamiaceae (Mint)","annual","native","sun; dry sandy or rocky soil; prairies,  hillsides,  roadsides","July - August","1 to 2 feet","none","irregular","opposite","simple",NA,NA,"raceme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1418","Sambucus canadensis","Common Black Elder, Canadian Black Elderberry, American Elderberry","Sambucus","Adoxaceae (Moschatel)","perennial woody","native","part shade, sun; moist; floodplains,  wet ditches,  thickets,  woodland edges,  marshland edges,  meadows","July - August","4 to 13 feet","none","5-petals","opposite","compound","berry/drupe",NA,"flat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1419","Sambucus racemosa","Red Elderberry","Sambucus","Adoxaceae (Moschatel)","perennial woody","native","part shade, shade; average to moist soil; woodlands,  deciduous or mixed forest,  along shores,  wetland edges","April - June","3 to 14 feet","GP: FACU
MW: FACU
NCNE: FACU","5-petals","opposite","compound","berry/drupe",NA,"panicle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1420","Sanguinaria canadensis","","Sanguinaria","Papaveraceae (Poppy)","perennial","native","part shade, shade; woods","March - May","6 to 12 inches","GP: UPL
MW: FACU
NCNE: FACU","7+petals","basal","lobed","capsule/pod",NA,NA,NA,NA,"simple",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1421","Sanicula canadensis","Canada Sanicle, Short-style Sanicle","Sanicula","Apiaceae (Carrot)","biennial","native","part shade, shade; deciduous woods,  disturbed areas,  mesic forests","June - July","1 to 4 feet","GP: FACU
MW: FACU
NCNE: FACU","indistinct","alternate","compound","barbed",NA,"panicle",NA,"round","lobed",NA,NA,NA,"seed without plume","palmate",NA,NA,NA,NA
"1422","Sanicula marilandica","Maryland Sanicle","Sanicula","Apiaceae (Carrot)","perennial","native","part shade, shade; deciduous woods,  mesic forests","June - July","1 to 4 feet","GP: FACU
MW: FACU
NCNE: FACU","5-petals","alternate","compound","barbed",NA,"panicle",NA,"round","palmate",NA,"basal",NA,"seed without plume",NA,NA,NA,NA,NA
"1423","Sanicula odorata","Gregarious Black Snakeroot, Fragrant Sanicle, Common Black Snakeroot","Sanicula","Apiaceae (Carrot)","perennial","native","part shade, shade; deciduous woods,  mesic forests","June - July","1 to 3 feet","none","5-petals","alternate","compound","barbed",NA,"panicle",NA,"round","palmate",NA,"basal",NA,"seed without plume",NA,NA,NA,NA,NA
"1424","Sanicula trifoliata","Large-fruited Black Snakeroot, Large-fruited Sanicle","Sanicula","Apiaceae (Carrot)","biennial","native","part shade, shade; deciduous forest,  floodplains,  wooded slopes","May - June","12 to 30 inches","none","5-petals","alternate","compound","barbed","State Special Concern","flat","indistinct","panicle","palmate",NA,NA,NA,"capsule/pod",NA,NA,NA,NA,NA
"1425","Saponaria officinalis","Soapwort","Saponaria","Caryophyllaceae (Pink)","perennial","Europe","part shade, sun; disturbed soil; roadsides,  ditches,  fields,  edges of streams,  woodland edges","July - September","12 to 30 inches","GP: FACU
MW: FACU
NCNE: FACU","5-petals","opposite","simple","capsule/pod","Weedy","round",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1426","Sarracenia purpurea","Northern Pitcher Plant","Sarracenia","Sarraceniaceae (Pitcher-plant)","perennial","native","part shade, sun; peat bogs","May - August","1 to 2 feet","GP: OBL
MW: OBL
NCNE: OBL","5-petals","basal","simple","capsule/pod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1427","Saxifraga paniculata","White Mountain Saxifrage","Saxifraga","Saxifragaceae (Saxifrage)","perennial","native","part shade, shade; rocky ledges and crevices on shady or protected cliffs","June - July","4 to 12 inches","GP: none
MW: none
NCNE: FAC","5-petals","alternate","simple",NA,"State Special Concern","panicle",NA,NA,NA,NA,"basal",NA,NA,NA,NA,NA,NA,NA
"1428","Scheuchzeria palustris","Pod Grass, Scheuchzeria","Scheuchzeria","Scheuchzeriaceae (Pod-grass)","perennial","native","sun; wet; bogs,  fens","May - July","4 to 16 inches","GP: OBL
MW: OBL
NCNE: OBL","6-petals","alternate","simple","capsule/pod",NA,"raceme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1429","Schizachne purpurascens","Purple Oat Grass","Schizachne","Poaceae (Grass)","perennial","native","part shade; average to dry rocky or sandy soil; open woods,  grasslands",NA,"15 to 30 inches","GP: FACU
MW: FACU
NCNE: FACU",NA,"alternate","simple","seed without plume",NA,"panicle",NA,"spike",NA,"June - July",NA,NA,NA,NA,NA,NA,NA,NA
"1430","Schizachyrium scoparium","","Schizachyrium","Poaceae (Grass)","perennial","native","part shade, sun; average to dry,  sandy soil; prairies,  dunes,  roadsides,  railroads,  open woods",NA,"1 to 3 feet","GP: FACU
MW: FACU
NCNE: FACU",NA,"alternate","simple","seed without plume",NA,"raceme",NA,NA,NA,"August - September",NA,NA,NA,NA,NA,NA,NA,NA
"1431","Schoenoplectiella smithii","Blunt-scale Bulrush","Schoenoplectiella","Cyperaceae (Sedge)","annual","native","part shade, sun; wet sandy,  muddy or peaty soil; shores,  mudflats,  floating mats,  bogs",NA,"3 to 20 inches","GP: OBL
MW: OBL
NCNE: OBL","indistinct","alternate","simple","seed_without_plume",NA,"spike",NA,NA,NA,"July - October","basal",NA,NA,NA,NA,NA,NA,NA
"1432","Schoenoplectus acutus","Hard-stem Club-rush","Schoenoplectus","Cyperaceae (Sedge)","perennial","native","sun; wet; lake and pond shores,  wet ditches,  fens,  calcareous to brackish marshes",NA,"3 to 9 feet","GP: OBL
MW: OBL
NCNE: OBL","indistinct","basal","simple","seed without plume",NA,"panicle",NA,"spike",NA,"July - September",NA,NA,NA,NA,NA,NA,NA,NA
"1433","Schoenoplectus heterochaetus","Pale Great Club-rush","Schoenoplectus","Cyperaceae (Sedge)","perennial","native","sun; wet often calcareous soil; marshes,  lakes,  wet ditches,  sloughs",NA,"5 to 8 feet","GP: OBL
MW: OBL
NCNE: OBL","indistinct","basal","simple","seed without plume",NA,"panicle",NA,NA,NA,"July - September",NA,NA,NA,NA,NA,NA,NA,NA
"1434","Schoenoplectus pungens","Common Three-square","Schoenoplectus","Cyperaceae (Sedge)","perennial","native","part shade, sun; wet,  often in shallow water; lake shores,  ponds,  streams,  wet ditches,  fens,  marshes",NA,"1 to 6 feet","GP: OBL
MW: OBL
NCNE: OBL","indistinct","alternate","simple","seed without plume",NA,"spike",NA,NA,NA,"June - September",NA,NA,NA,NA,NA,NA,NA,NA
"1435","Schoenoplectus subterminalis","Water Bulrush, Water Clubrush","Schoenoplectus","Cyperaceae (Sedge)","perennial","native","sun; wet,  usually in shallow water; lakes,  ponds,  bog pools,  ditches,  rivers",NA,"1 to 5 feet","GP: OBL
MW: OBL
NCNE: OBL","indistinct","alternate","simple","seed without plume",NA,"spike",NA,NA,NA,"July - September","basal",NA,NA,NA,NA,NA,NA,NA
"1436","Schoenoplectus tabernaemontani","Soft-stem Club-rush","Schoenoplectus","Cyperaceae (Sedge)","perennial","native","sun; wet; lakes,  ponds,  sloughs,  wet ditches,  fens,  bogs,  fresh to brackish marshes",NA,"2 to 9 feet","GP: OBL
MW: OBL
NCNE: OBL","indistinct","basal","simple","seed without plume",NA,"panicle",NA,NA,NA,"July - September",NA,NA,NA,NA,NA,NA,NA,NA
"1437","Schoenoplectus torreyi","","Schoenoplectus","Cyperaceae (Sedge)","perennial","native","part shade, sun; wet sandy or peaty soil,  often in shallow water; lakes,  ponds,  marshes",NA,"20 to 50 inches","GP: OBL
MW: OBL
NCNE: OBL","indistinct","alternate","simple","seed without plume",NA,"spike",NA,NA,NA,"July - September",NA,NA,NA,NA,NA,NA,NA,NA
"1438","Scilla siberica","","Scilla","Liliaceae (Lily)","perennial","Eurasia","part shade, sun; moist soil; open woods,  roadsides,  gardens","March - May","3 to 6 inches","none","6-petals","basal","simple",NA,"Invasive - ERADICATE!","raceme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439","Scirpus atrocinctus","Black-girdled Woolsedge, Black-girdled Bulrush","Scirpus","Cyperaceae (Sedge)","perennial","native","part shade, sun; moist to wet; marshes,  wet ditches,  shores,  moist fields",NA,"3 to 6 feet","GP: OBL
MW: OBL
NCNE: OBL","indistinct","alternate","simple","seed without plume",NA,"panicle",NA,NA,NA,"June - July","basal",NA,NA,NA,NA,NA,NA,NA
"1440","Scirpus atrovirens","","Scirpus","Cyperaceae (Sedge)","perennial","native","part shade, sun; wet; lakes,  ponds,  sloughs,  wet ditches,  wet fields,  marshes,  swamps",NA,"3 to 5 feet","GP: OBL
MW: OBL
NCNE: OBL","indistinct","alternate","simple","seed without plume",NA,"round",NA,"spike",NA,"July - August",NA,NA,NA,NA,NA,NA,NA,NA
"1441","Scirpus cyperinus","Common Woolsedge","Scirpus","Cyperaceae (Sedge)","perennial","native","sun; moist to wet; marshes,  wet ditches,  shores,  moist fields",NA,"3 to 6 feet","GP: OBL
MW: OBL
NCNE: OBL","indistinct","alternate","simple","seed without plume",NA,"panicle",NA,"spike",NA,"July - September",NA,NA,NA,NA,NA,NA,NA,NA
"1442","Scirpus georgianus","","Scirpus","Cyperaceae (Sedge)","perennial","native","part shade, sun; moist to wet; meadows,  shores,  wet ditches,  river banks,  woodland edges,  shallow marshes",NA,"3 to 5 feet","GP: OBL
MW: OBL
NCNE: OBL","indistinct","alternate","simple","seed without plume",NA,"round",NA,"spike",NA,"May - July",NA,NA,NA,NA,NA,NA,NA,NA
"1443","Scirpus hattorianus","Smooth Bulsedge","Scirpus","Cyperaceae (Sedge)","perennial","native","part shade, sun; moist to wet often disturbed soil; shores,  ditches,  open forest",NA,"2 to 5 feet","GP: OBL
MW: OBL
NCNE: OBL","indistinct","alternate","simple","seed without plume",NA,"panicle",NA,"round",NA,"July - September",NA,NA,NA,NA,NA,"spike",NA,NA
"1444","Scirpus microcarpus","Panicled Bulrush, Barber-pole Bulrush, Small-fruited Bulsedge","Scirpus","Cyperaceae (Sedge)","perennial","native","sun; moist to wet; lakes,  stream banks,  wet ditches,  wet meadows,  marshes",NA,"2 to 5 feet","GP: OBL
MW: OBL
NCNE: OBL","indistinct","alternate","simple","seed without plume",NA,"panicle",NA,"spike",NA,"July - September",NA,NA,NA,NA,NA,NA,NA,NA
"1445","Scirpus pallidus","Pale Bulsedge","Scirpus","Cyperaceae (Sedge)","perennial","native","sun; wet; lakes,  ponds,  sloughs,  wet ditches,  wet fields,  marshes,  swamps",NA,"3 to 5 feet","GP: OBL
MW: OBL
NCNE: OBL","indistinct","alternate","simple","seed without plume",NA,"panicle",NA,"round",NA,"July - September",NA,NA,NA,NA,NA,"spike",NA,NA
"1446","Scirpus pedicellatus","Stalked Woolsedge","Scirpus","Cyperaceae (Sedge)","perennial","native","part shade, sun; wet; sandy shores,  stream banks,  marshes,  meadows,  bog edges",NA,"3 to 5 feet","GP: OBL
MW: OBL
NCNE: OBL","indistinct","alternate","simple","seed without plume",NA,"panicle",NA,"spike",NA,"July - September",NA,NA,NA,NA,NA,NA,NA,NA
"1447","Scirpus pendulus","Nodding Bulrush, Red Bulrush","Scirpus","Cyperaceae (Sedge)","perennial","native","sun; wet; shores,  swamps,  wet ditches,  wet meadows",NA,"2 to 4 feet","GP: OBL
MW: OBL
NCNE: OBL","indistinct","alternate","simple","seed without plume",NA,"panicle",NA,"spike",NA,"June - August",NA,NA,NA,NA,NA,NA,NA,NA
"1448","Scleranthus annuus","German Knotgrass, Annual Knawel","Scleranthus","Caryophyllaceae (Pink)","annual","Eurasia","sun; dry disturbed soils; sandy ditches,  old fields,  waste places,  lawns","May - September","2 to 5 inches","GP: FACU
MW: FACU
NCNE: FACU","5-petals","opposite","simple","capsule/pod","Weedy","panicle",NA,NA,NA,NA,"whorl",NA,"seed without plume",NA,NA,NA,NA,NA
"1449","Scleranthus perennis","","Scleranthus","Caryophyllaceae (Pink)","perennial","Europe","sun; dry sandy or gravelly soil; roadsides,  railroads,  waste areas,  dunes","June - September","2 to 5 inches","none","5-petals","opposite","simple","capsule/pod","Weedy","panicle",NA,NA,NA,NA,"whorl",NA,"seed without plume",NA,NA,NA,NA,NA
"1450","Scleria triglomerata","Tall Nutrush, Whip Nutsedge, Stone Rush, Whip-grass","Scleria","Cyperaceae (Sedge)","perennial","native","sun; dry to moist sandy soil; prairies,  savannas,  woodland edges",NA,"16 to 40 inches","GP: FAC
MW: FAC
NCNE: FAC","indistinct","alternate","compound","seed without plume","State Endangered","spike",NA,NA,NA,"July - September",NA,NA,NA,NA,NA,NA,NA,NA
"1451","Scleria verticillata","Low Nutrush, Low Nutsedge","Scleria","Cyperaceae (Sedge)","annual","native","sun; wet; calcareous fens,  sandy or marly shores",NA,"4 to 24 inches","GP: OBL
MW: OBL
NCNE: OBL","indistinct","alternate","simple",NA,"State Threatened","spike",NA,NA,NA,"July - September",NA,NA,NA,NA,NA,NA,NA,NA
